filepath,duration
data/raw_audios/en/2011/20111012-0900-PLENARY-7_en.ogg,6.6409375
data/raw_audios/en/2011/20111025-0900-PLENARY-11_en.ogg,5417.2300625
data/raw_audios/en/2011/20110406-0900-PLENARY-20_en.ogg,6.223
data/raw_audios/en/2011/20110608-0900-PLENARY-13_en.ogg,22.6626875
data/raw_audios/en/2011/20110406-0900-PLENARY-7_en.ogg,1980.7133125
data/raw_audios/en/2011/20110215-0900-PLENARY-9_en.ogg,3650.789875
data/raw_audios/en/2011/20110217-0900-PLENARY-1_en.ogg,95.387875
data/raw_audios/en/2011/20110606-0900-PLENARY-15_en.ogg,2385.995625
data/raw_audios/en/2011/20110912-0900-PLENARY-4_en.ogg,36.54825
data/raw_audios/en/2011/20110202-0900-PLENARY-14_en.ogg,3610.2948125
data/raw_audios/en/2011/20110609-0900-PLENARY-14_en.ogg,387.6813125
data/raw_audios/en/2011/20110404-0900-PLENARY-19_en.ogg,6.9195625
data/raw_audios/en/2011/20110623-0900-PLENARY-11_en.ogg,293.5009375
data/raw_audios/en/2011/20110606-0900-PLENARY-4_en.ogg,6.130125
data/raw_audios/en/2011/20110405-0900-PLENARY-13_en.ogg,4692.997625
data/raw_audios/en/2011/20110704-0900-PLENARY-22_en.ogg,1074.1118125
data/raw_audios/en/2011/20110406-0900-PLENARY-19_en.ogg,1427.1955625
data/raw_audios/en/2011/20110512-0900-PLENARY-7_en.ogg,1155.61375
data/raw_audios/en/2011/20110307-0900-PLENARY-26_en.ogg,1183.059875
data/raw_audios/en/2011/20110606-0900-PLENARY-17_en.ogg,961.772875
data/raw_audios/en/2011/20110307-0900-PLENARY-5_en.ogg,122.4159375
data/raw_audios/en/2011/20110118-0900-PLENARY-16_en.ogg,3637.9728125
data/raw_audios/en/2011/20110308-0900-PLENARY-13_en.ogg,4440.1311875
data/raw_audios/en/2011/20111012-0900-PLENARY-3_en.ogg,6.6409375
data/raw_audios/en/2011/20110622-0900-PLENARY-8_en.ogg,2286.1965625
data/raw_audios/en/2011/20111130-0900-PLENARY-13_en.ogg,4537.0514375
data/raw_audios/en/2011/20110215-0900-PLENARY-13_en.ogg,3679.7685625
data/raw_audios/en/2011/20110117-0900-PLENARY-3_en.ogg,9.10225
data/raw_audios/en/2011/20110215-0900-PLENARY-1_en.ogg,61.0221875
data/raw_audios/en/2011/20111114-0900-PLENARY-2_en.ogg,12.2601875
data/raw_audios/en/2011/20110217-0900-PLENARY-7_en.ogg,2108.6558125
data/raw_audios/en/2011/20110608-0900-PLENARY-8_en.ogg,114.753375
data/raw_audios/en/2011/20110609-0900-PLENARY-16_en.ogg,31.857875
data/raw_audios/en/2011/20110307-0900-PLENARY-18_en.ogg,13.281875
data/raw_audios/en/2011/20110509-0900-PLENARY-18_en.ogg,795.424875
data/raw_audios/en/2011/20110120-0900-PLENARY-11_en.ogg,2202.697
data/raw_audios/en/2011/20111012-0900-PLENARY-10_en.ogg,38.0808125
data/raw_audios/en/2011/20111115-0900-PLENARY-8_en.ogg,16.9970625
data/raw_audios/en/2011/20110704-0900-PLENARY-13_en.ogg,1761.33125
data/raw_audios/en/2011/20111115-0900-PLENARY-13_en.ogg,2685.0230625
data/raw_audios/en/2011/20110214-0900-PLENARY-11_en.ogg,2040.9465625
data/raw_audios/en/2011/20110926-0900-PLENARY-18_en.ogg,1532.8461875
data/raw_audios/en/2011/20111025-0900-PLENARY-1_en.ogg,18.1580625
data/raw_audios/en/2011/20111201-0900-PLENARY-5_en.ogg,5100.972875
data/raw_audios/en/2011/20110510-0900-PLENARY-21_en.ogg,48.6691875
data/raw_audios/en/2011/20110117-0900-PLENARY-8_en.ogg,2250.7629375
data/raw_audios/en/2011/20110509-0900-PLENARY-17_en.ogg,2197.5424375
data/raw_audios/en/2011/20111117-0900-PLENARY-14_en.ogg,20.6658125
data/raw_audios/en/2011/20110309-0900-PLENARY-4_en.ogg,82.1988125
data/raw_audios/en/2011/20110929-0900-PLENARY-11_en.ogg,41.7495625
data/raw_audios/en/2011/20110609-0900-PLENARY-6_en.ogg,262.386125
data/raw_audios/en/2011/20111117-0900-PLENARY-9_en.ogg,45.51125
data/raw_audios/en/2011/20110926-0900-PLENARY-20_en.ogg,6.0836875
data/raw_audios/en/2011/20111027-0900-PLENARY-4_en.ogg,8610.0280625
data/raw_audios/en/2011/20110117-0900-PLENARY-2_en.ogg,8.127
data/raw_audios/en/2011/20110119-0900-PLENARY-10_en.ogg,2150.1735
data/raw_audios/en/2011/20111012-0900-PLENARY-19_en.ogg,6.2694375
data/raw_audios/en/2011/20111213-0900-PLENARY-9_en.ogg,5446.3475
data/raw_audios/en/2011/20110927-0900-PLENARY-10_en.ogg,6.873125
data/raw_audios/en/2011/20111215-0900-PLENARY-9_en.ogg,2015.4505625
data/raw_audios/en/2011/20111215-0900-PLENARY-10_en.ogg,8015.6879375
data/raw_audios/en/2011/20110915-0900-PLENARY-17_en.ogg,6.9195625
data/raw_audios/en/2011/20110706-0900-PLENARY-9_en.ogg,200.3421875
data/raw_audios/en/2011/20111130-0900-PLENARY-5_en.ogg,54.3813125
data/raw_audios/en/2011/20111215-0900-PLENARY-1_en.ogg,70.3566875
data/raw_audios/en/2011/20110704-0900-PLENARY-8_en.ogg,55.8674375
data/raw_audios/en/2011/20111012-0900-PLENARY-9_en.ogg,210.00175
data/raw_audios/en/2011/20110310-0900-PLENARY-17_en.ogg,11.4706875
data/raw_audios/en/2011/20110120-0900-PLENARY-7_en.ogg,985.4110625
data/raw_audios/en/2011/20110914-0900-PLENARY-6_en.ogg,1996.178625
data/raw_audios/en/2011/20110926-0900-PLENARY-19_en.ogg,1283.18475
data/raw_audios/en/2011/20110608-0900-PLENARY-18_en.ogg,76.579625
data/raw_audios/en/2011/20110509-0900-PLENARY-19_en.ogg,6.3623125
data/raw_audios/en/2011/20111026-0900-PLENARY-15_en.ogg,7299.7690625
data/raw_audios/en/2011/20110203-0900-PLENARY-8_en.ogg,2390.1293125
data/raw_audios/en/2011/20111115-0900-PLENARY-11_en.ogg,5330.7118125
data/raw_audios/en/2011/20110912-0900-PLENARY-1_en.ogg,57.6320625
data/raw_audios/en/2011/20110608-0900-PLENARY-3_en.ogg,5134.54925
data/raw_audios/en/2011/20111214-0900-PLENARY-19_en.ogg,1131.3256875
data/raw_audios/en/2011/20110913-0900-PLENARY-7_en.ogg,80.527
data/raw_audios/en/2011/20110704-0900-PLENARY-16_en.ogg,2148.013875
data/raw_audios/en/2011/20110927-0900-PLENARY-13_en.ogg,5154.7501875
data/raw_audios/en/2011/20110914-0900-PLENARY-4_en.ogg,1375.6931875
data/raw_audios/en/2011/20110915-0900-PLENARY-3_en.ogg,4091.3669375
data/raw_audios/en/2011/20111024-0900-PLENARY-2_en.ogg,7.94125
data/raw_audios/en/2011/20110407-0900-PLENARY-5_en.ogg,2016.0080625
data/raw_audios/en/2011/20111013-0900-PLENARY-3_en.ogg,5016.3595625
data/raw_audios/en/2011/20110915-0900-PLENARY-15_en.ogg,70.4495
data/raw_audios/en/2011/20111027-0900-PLENARY-13_en.ogg,100.6819375
data/raw_audios/en/2011/20110928-0900-PLENARY-2_en.ogg,10840.264125
data/raw_audios/en/2011/20111130-0900-PLENARY-10_en.ogg,855.7505625
data/raw_audios/en/2011/20110912-0900-PLENARY-22_en.ogg,1192.3015625
data/raw_audios/en/2011/20111114-0900-PLENARY-17_en.ogg,1220.304875
data/raw_audios/en/2011/20111115-0900-PLENARY-15_en.ogg,3473.15725
data/raw_audios/en/2011/20110510-0900-PLENARY-19_en.ogg,1913.514875
data/raw_audios/en/2011/20111025-0900-PLENARY-5_en.ogg,2057.9438125
data/raw_audios/en/2011/20111213-0900-PLENARY-10_en.ogg,3759.55325
data/raw_audios/en/2011/20110623-0900-PLENARY-9_en.ogg,679.6960625
data/raw_audios/en/2011/20110324-0900-PLENARY-3_en.ogg,2941.4644375
data/raw_audios/en/2011/20110324-0900-PLENARY-12_en.ogg,99.7531875
data/raw_audios/en/2011/20111116-0900-PLENARY-17_en.ogg,603.9988125
data/raw_audios/en/2011/20110929-0900-PLENARY-19_en.ogg,98.36
data/raw_audios/en/2011/20110407-0900-PLENARY-13_en.ogg,6.1765
data/raw_audios/en/2011/20110307-0900-PLENARY-16_en.ogg,16.3933125
data/raw_audios/en/2011/20110120-0900-PLENARY-5_en.ogg,6.4551875
data/raw_audios/en/2011/20110623-0900-PLENARY-7_en.ogg,62.55475
data/raw_audios/en/2011/20110609-0900-PLENARY-2_en.ogg,2634.7753125
data/raw_audios/en/2011/20110928-0900-PLENARY-1_en.ogg,21.780375
data/raw_audios/en/2011/20110606-0900-PLENARY-5_en.ogg,7.1053125
data/raw_audios/en/2011/20110405-0900-PLENARY-11_en.ogg,6250.7823125
