file_path,duration,energy,speech_band_energy,zero_crossing_rate,spectral_centroid,spectral_bandwidth,rolloff,mfcc_mean,mfcc_var,kurtosis,energy_std,speech_to_noise_ratio,classification
data/100_all/preprocessed_audio/20191022-0900-PLENARY_en_seg28163.wav,1.0,0.006089991569519043,0.003172061184776104,0.100006103515625,1439.3137293191062,1517.7729366114581,2683.349609375,-7.255937576293945,749.734375,3.7366462225624995,0.008379155769944191,0.5208646180342998,noise
data/100_all/preprocessed_audio/20200723-0900-PLENARY_en_seg4727.wav,1.0,0.01238343906402588,0.0036022631458462566,0.0318603515625,1240.916697556061,1731.9458353027505,3256.8359375,-8.38730239868164,336.51031494140625,0.06055947814075102,0.0063557918183505535,0.2908935957234641,noise
data/100_all/preprocessed_audio/20111115-0900-PLENARY-12_en_seg3778.wav,1.0,0.0033791723251342773,0.0030239270695726107,0.143890380859375,1993.7292755409019,1867.3738712401528,3837.158203125,-21.414838790893555,1110.187255859375,3.5076024240014334,0.0048665148206055164,0.8948720837920692,speech
data/100_all/preprocessed_audio/20120523-0900-PLENARY-16_en_seg3375.wav,1.0,0.007166064262390136,0.005254509149086008,0.19317626953125,2272.0456305616785,1904.689534121334,4495.60546875,-11.743815422058105,451.10382080078125,2.351366186624632,0.007012275047600269,0.7332489471715328,speech
data/100_all/preprocessed_audio/20140402-0900-PLENARY-19_en_seg67.wav,1.0,2.870701253414154e-05,6.687059382073857e-07,0.033966064453125,1299.9325291102987,1582.315140559089,3168.212890625,-20.63088607788086,280.3767395019531,-0.4742026858513029,1.876350688689854e-05,0.023294085652539587,noise
data/100_all/preprocessed_audio/20151007-0900-PLENARY-15_en_seg3394.wav,1.0,0.01391499137878418,0.012441780350781736,0.1395263671875,1796.3301613975768,1471.3253516661193,3408.935546875,-18.200950622558594,692.1961669921875,7.7577293734161294,0.026357682421803474,0.8941277736139035,speech
data/100_all/preprocessed_audio/20200723-0900-PLENARY_en_seg25375.wav,1.0,7.15784844942391e-08,1.3240163411468671e-08,0.2706146240234375,3434.618859050142,2263.5157771224694,6156.494140625,-45.836849212646484,20.017454147338867,0.08754812563520575,8.021032726901467e-09,0.18471600655190754,noise
data/100_all/preprocessed_audio/20120329-0900-PLENARY-5_en_seg1080.wav,1.0,0.0021804211139678955,0.0012978911568255484,0.211578369140625,2398.440980907113,1863.231957713669,4432.12890625,-12.726871490478516,722.1483764648438,4.218975160194277,0.0030804872512817383,0.5952479037129101,noise
data/100_all/preprocessed_audio/20180207-0900-PLENARY-8_en_seg1440.wav,1.0,0.008439860343933105,0.00665696659579592,0.099700927734375,1569.9502573267669,1654.1675656311697,3325.439453125,-11.75001049041748,1218.554443359375,2.193399472812704,0.010912539437413216,0.7887531600811247,speech
data/100_all/preprocessed_audio/20101019-0900-PLENARY-6_en_seg631.wav,1.0,0.02744445610046387,0.022402181746995934,0.1710052490234375,2124.355750343435,1602.9543195164595,3940.673828125,-14.471967697143555,778.3921508789062,3.1770147524722097,0.031371910125017166,0.8162734791814635,speech
data/100_all/preprocessed_audio/20140916-0900-PLENARY-15_en_seg450.wav,1.0,0.0013619070053100587,0.0007896869835650668,0.1150970458984375,1718.3407172215586,1596.8891081280976,3457.51953125,-15.039977073669434,764.1288452148438,9.598400720196748,0.002540761837735772,0.5798390951086805,noise
