file_path,duration,energy,speech_band_energy,zero_crossing_rate,spectral_centroid,kurtosis,energy_std,speech_to_noise_ratio,classification
data/200/20100518-0900-PLENARY-18_en_seg1410.wav,1.0,0.014131251,0.007929771184356149,0.18882430151884494,1904.5399993765811,2.0248454562054787,0.013041519559919834,0.5611513973802059,noise
data/200/20190326-0900-PLENARY_en_seg49038.wav,1.0,6.672478e-05,6.047383038430174e-05,0.26645415338458656,2511.5507748693126,29.262837479074477,0.00015971105312928557,0.906316054042869,speech
data/200/20170613-0900-PLENARY-9_en_seg1247.wav,1.0,0.00052275334,0.00010617047289380355,0.05219076192262016,1410.7063353592691,43.09647415359679,0.001708546420559287,0.20309856374121682,noise
data/200/20150429-0900-PLENARY-4_en_seg3395.wav,1.0,0.006161357,0.004127960143944014,0.16532283267704231,1675.6244379117438,7.8892372356401825,0.010705129243433475,0.669975819274879,speech
data/200/20110607-0900-PLENARY-5_en_seg1198.wav,1.0,5.2578263e-05,3.4372372847204095e-05,0.3198324895305957,2545.746514079292,0.23140160505509,2.0221536033204757e-05,0.6537360733687825,noise
data/200/20090423-0900-PLENARY-8_en_seg2380.wav,1.0,1.2195322e-05,6.877963750360918e-07,0.056566035377211075,1353.1612802041798,0.19215646418971266,9.933623914548662e-06,0.0563979165832911,noise
data/200/20190326-0900-PLENARY_en_seg9818.wav,1.0,0.0013099443,0.0006059675243691589,0.0631914494655916,970.7214238558162,3.4338551182358072,0.001241103745996952,0.46259025697821643,noise
data/200/20170404-0900-PLENARY-16_en_seg995.wav,1.0,0.0009500397,0.00018456631866278333,0.20320020001250078,2099.653404545471,12.180513536106023,0.0023389607667922974,0.1942721936620259,noise
data/200/20150909-0900-PLENARY-11_en_seg7815.wav,1.0,0.0010062472,0.0008822848955698358,0.20026251640727546,1708.4398699021815,12.464582753959201,0.001975344493985176,0.87680718044532,speech
data/200/20100120-0900-PLENARY-11_en_seg1394.wav,1.0,0.008198436,0.0055015368314957,0.08338021126320395,1282.6719924430117,2.565777820931622,0.0069486116990447044,0.6710470789517127,speech
data/200/20160119-0900-PLENARY-3_en_seg3102.wav,1.0,0.003926904,0.0009012646655899638,0.0902556409775611,1307.371251428227,0.7305631428232853,0.0035878680646419525,0.22951023407762164,noise
data/200/20151006-0900-PLENARY-12_en_seg10630.wav,1.0,0.00055458595,0.000465802940682825,0.1311956997312332,1691.2530663280709,10.978695636245341,0.0013087221886962652,0.8399110367394814,speech
data/200/20160623-0900-PLENARY-11_en_seg638.wav,1.0,0.0047676684,0.0027952091980823933,0.05919119944996562,806.5790927881349,3.428006339907027,0.006528585217893124,0.5862842977546043,noise
data/200/20140702-0900-PLENARY-6_en_seg7700.wav,1.0,0.051586226,0.020810422836363952,0.0668791799487468,1266.2471283756413,1.3306568794892337,0.05346868932247162,0.40341045584043206,speech
data/200/20151111-0900-PLENARY-8_en_seg1504.wav,1.0,0.0058485926,0.004355756713827489,0.10025626601662604,1207.9522944401563,2.1234355340094115,0.006381693296134472,0.7447529564207548,speech
data/200/20151006-0900-PLENARY-12_en_seg6092.wav,1.0,0.0030299386,0.0025573721562360528,0.12600787549221826,1570.5294068547178,2.535255704908205,0.0030597071163356304,0.844034301661413,speech
data/200/20140113-0900-PLENARY-16_en_seg836.wav,1.0,0.008843245,0.005027601349047547,0.11838239889993124,1372.8998203230144,3.175044156977706,0.010500544682145119,0.5685244840403476,noise
data/200/20151006-0900-PLENARY-12_en_seg4382.wav,1.0,0.0018412631,0.0007953424042632493,0.0919432464529033,1204.5606170905085,5.086302481129319,0.002650283509865403,0.4319547492888065,noise
data/200/20150429-0900-PLENARY-4_en_seg6367.wav,1.0,0.010537386,0.002574656796473942,0.0647540471279455,992.3666441959804,7.019143527043889,0.021916238591074944,0.24433543447736572,speech
data/200/20160707-0900-PLENARY-17_en_seg1957.wav,1.0,0.0082127685,0.0034811845549791425,0.09844365272829551,1803.9583863437574,2.781265314325011,0.009791643358767033,0.42387466834725296,noise
data/200/20151111-0900-PLENARY-8_en_seg4488.wav,1.0,0.0005013746,0.0004389430382447125,0.17676104756547284,1876.8815730841166,6.207245998036191,0.0007916668546386063,0.8754790385160744,speech
data/200/20110607-0900-PLENARY-10_en_seg2928.wav,1.0,0.011305218,0.00285224843263594,0.10488155509719357,1455.294046917912,2.056774164584538,0.012739032506942749,0.252294869542771,noise
data/200/20101213-0900-PLENARY-12_en_seg2416.wav,1.0,0.003702622,0.001411509973190349,0.1540096256016001,1815.7447848191096,1.9886235934706953,0.0038345905486494303,0.3812190308714817,noise
data/200/20100120-0900-PLENARY-11_en_seg1774.wav,1.0,0.0004028545,0.0002697744255749448,0.049628101756359774,1126.4570625308957,32.115323540603484,0.0007936498732306063,0.6696570670159735,speech
data/200/20091215-0900-PLENARY-14_en_seg4451.wav,1.0,0.005953523,0.0044488264059800876,0.10156884805300331,1514.0849938055899,1.3601586987787933,0.005488749593496323,0.7472594684418877,speech
data/200/20171004-0900-PLENARY-16_en_seg1097.wav,1.0,0.002201364,0.0018268997862791322,0.15819738733670854,1817.1173763005713,5.9585133942601445,0.003227461129426956,0.829894455432551,speech
data/200/20131008-0900-PLENARY-8_en_seg379.wav,1.0,0.0023773755,0.0013031015343110504,0.16669791861991373,1722.8262843312352,7.068660120996178,0.004262155387550592,0.54812606692114,noise
data/200/20141022-0900-PLENARY-10_en_seg7391.wav,1.0,0.035092983,0.017171236651746104,0.11613225826614164,1436.2947107798914,0.8334744333821367,0.030763307586312294,0.4893068340644375,noise
data/200/20180115-0900-PLENARY-18_en_seg411.wav,1.0,0.00113817,0.00037974921927931744,0.1221326332895806,1605.4875638403137,2.274691743431826,0.0014691399410367012,0.3336489103261505,noise
data/200/20101021-0900-PLENARY-17_en_seg163.wav,1.0,6.360915e-05,1.4277479089826996e-05,0.07300456278517407,1462.5933299308879,0.347082664185018,4.183728015050292e-05,0.22445602018034394,noise
data/200/20120417-0900-PLENARY-14_en_seg1793.wav,1.0,0.0011045625,0.0009501882713206632,0.3105819113694606,2915.274477440167,9.488616199838967,0.0021078523714095354,0.860239368999344,speech
data/200/20120912-0900-PLENARY-7_en_seg1045.wav,1.0,0.0019914797,0.0016076579542471344,0.15819738733670854,1843.2982777634352,7.769618661911959,0.0031755075324326754,0.8072680368051223,speech
data/200/20180528-0900-PLENARY-28_en_seg641.wav,1.0,0.012820344,0.005085759936855008,0.11444465279079942,1637.540627714177,3.8296344626685253,0.017568938434123993,0.3966944827107061,noise
data/200/20190326-0900-PLENARY_en_seg18681.wav,1.0,3.2660407e-06,7.378616722517503e-07,0.07612975810988187,1509.879595866866,19.79170376576028,5.632571628666483e-06,0.22591239483678702,noise
data/200/20170704-0900-PLENARY-23_en_seg786.wav,1.0,0.00042214204,9.341415458206114e-05,0.1795112194512157,2195.334693912596,1.5415527269351967,0.0004454611043911427,0.22128602203663417,noise
data/200/20130205-0900-PLENARY-12_en_seg465.wav,1.0,0.0015479822,0.0012306243670046374,0.14894680917557349,1896.170825715958,2.4072994216555577,0.001947583514265716,0.7949860621135076,speech
data/200/20160512-0900-PLENARY-7_en_seg590.wav,1.0,0.003751592,0.0033176048323197813,0.17926120382523908,1857.178536761056,14.856491698136793,0.00815532449632883,0.8843191725453902,speech
data/200/20190326-0900-PLENARY_en_seg45964.wav,1.0,0.0029189205,0.002023484295431324,0.10319394962185137,1559.522387349326,0.3543943152277653,0.0022912498097866774,0.693230336410518,speech
data/200/20151202-0900-PLENARY-2_en_seg25.wav,1.0,2.1511169e-05,8.062000657581249e-06,0.08194262141383836,1396.7777134390044,2.801295323497839,2.4453678634017706e-05,0.37478034459197856,noise
data/200/20170614-0900-PLENARY-20_en_seg2358.wav,1.0,0.006139519,0.0007585521476855126,0.062253890868179264,1312.8597744904573,13.172477240109206,0.016873328015208244,0.12355236879570562,speech
data/200/20160203-0900-PLENARY-16_en_seg2737.wav,1.0,0.0004848312,0.0004586836942558136,0.12157009813113319,1550.4104233857768,8.212673368825005,0.0008617190760560334,0.9460686621095383,speech
data/200/20120524-0900-PLENARY-5_en_seg207.wav,1.0,0.0024696498,0.0021169140704318467,0.12450778173635853,1367.8273033537862,6.8069542713496265,0.003709681797772646,0.857171737214259,speech
data/200/20131023-0900-PLENARY-8_en_seg2230.wav,1.0,0.004573777,0.0022667901117884256,0.12413275829739359,1536.7024323192109,2.7079251567941336,0.0042783720418810844,0.49560574015944375,noise
data/200/20170403-0900-PLENARY-17_en_seg1214.wav,1.0,0.0011474532,0.00039369303225282815,0.09613100818801175,1277.6481897112267,2.471010224256591,0.0012189646949991584,0.34310157081931064,noise
data/200/20180228-0900-PLENARY-22_en_seg415.wav,1.0,0.0006421914,0.00034192904534828685,0.17782361397587348,2020.1016590443985,3.979458214181342,0.0006325336871668696,0.5324409508412382,noise
